상호명,지점명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번본번지,지번부번지,지번주소,건물본번지,건물부번지,건물명,도로명주소,신우편번호,경도,위도
일품양평해장국전주,법원점,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1366,8,전북특별자치도 전주시 덕진구 만성동 1366-8,37,,,전북특별자치도 전주시 덕진구 만성중앙로 37,54860,127.0759673,35.8434508
장모님대가칼국수,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,혁신동,중동,784,7,전북특별자치도 전주시 덕진구 중동 784-7,22,,,전북특별자치도 전주시 덕진구 오정2길 22,54872,127.0610613,35.83440166
청춘맛집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자1동,효자동1가,201,65,전북특별자치도 전주시 완산구 효자동1가 201-65,14,12,,전북특별자치도 전주시 완산구 효동2길 14-12,55093,127.1264592,35.80523092
라라가든,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 덕진구,호성동,호성동1가,650,,전북특별자치도 전주시 덕진구 호성동1가 650,51,,,전북특별자치도 전주시 덕진구 초포다리로 51,54817,127.1584893,35.861107
오가네국수,,한식,국수/칼국수,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,226,93,전북특별자치도 전주시 덕진구 인후동2가 226-93,183,,,전북특별자치도 전주시 덕진구 안덕원로 183,54927,127.1472919,35.83499385
세엄마칼국수,금암점,한식,국수/칼국수,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암1동,금암동,755,5,전북특별자치도 전주시 덕진구 금암동 755-5,495,,,전북특별자치도 전주시 덕진구 전주천동로 495,54932,127.1303388,35.83674384
조선옥한옥,마을점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,풍남동3가,24,1,전북특별자치도 전주시 완산구 풍남동3가 24-1,89,,전주한옥마을전망아파트,전북특별자치도 전주시 완산구 한지길 89,55041,127.1540074,35.81636542
다복김밥,,기타 간이,김밥/만두/분식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,101,15,전북특별자치도 전주시 덕진구 송천동1가 101-15,141,,송천종합상가,전북특별자치도 전주시 덕진구 솔내로 141,54835,127.1264841,35.86278524
바른먹거리착한정육식당,,한식,소고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,혁신동,중동,781,2,전북특별자치도 전주시 덕진구 중동 781-2,3,,,전북특별자치도 전주시 덕진구 오정1길 3,54872,127.0606417,35.83566363
미자식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,779,4,전북특별자치도 전주시 완산구 중화산동2가 779-4,6,4,,전북특별자치도 전주시 완산구 신촌3길 6-4,54975,127.1175816,35.81725375
제일제과,,기타 간이,빵/도넛,서양식 음식점업,전북특별자치도,전주시 완산구,노송동,남노송동,540,6,전북특별자치도 전주시 완산구 남노송동 540-6,123,,3~6층,전북특별자치도 전주시 완산구 기린대로 123,55040,127.1532508,35.81996241
송송반찬,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1256,3,전북특별자치도 전주시 완산구 효자동2가 1256-3,206,,,전북특별자치도 전주시 완산구 우전로 206,55061,127.1020512,35.81288781
에코김밥,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1342,,전북특별자치도 전주시 덕진구 송천동2가 1342,92,,에코시티데시앙네스트,전북특별자치도 전주시 덕진구 세병로 92,55150,127.1343062,35.87255534
뉴뉴키친,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 덕진구,금암1동,금암동,664,42,전북특별자치도 전주시 덕진구 금암동 664-42,311,,,전북특별자치도 전주시 덕진구 권삼득로 311,54898,127.1278705,35.84360506
계서당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,833,6,전북특별자치도 전주시 덕진구 인후동1가 833-6,63,,,전북특별자치도 전주시 덕진구 가재미로 63,55019,127.1613951,35.83082995
서리옥,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1206,2,전북특별자치도 전주시 완산구 효자동2가 1206-2,20,,,전북특별자치도 전주시 완산구 소태정3길 20,55065,127.0989411,35.80326493
메디푸드랩스,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자2동,효자동1가,289,3,전북특별자치도 전주시 완산구 효자동1가 289-3,73,,외효자프라자,전북특별자치도 전주시 완산구 용머리로 73,55054,127.118164,35.8070509
깡통삼겹살,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1686,5,전북특별자치도 전주시 완산구 효자동3가 1686-5,42,,,전북특별자치도 전주시 완산구 마전들로 42,54964,127.100158,35.82085655
늘순길,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,풍남동1가,66,9,전북특별자치도 전주시 완산구 풍남동1가 66-9,45,,,전북특별자치도 전주시 완산구 경기전길 45,55039,127.1505679,35.81733412
일구팔오,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산1동,중화산동2가,119,15,전북특별자치도 전주시 완산구 중화산동2가 119-15,279,12,,전북특별자치도 전주시 완산구 서원로 279-12,54986,127.1253306,35.81225294
삼포장어,,한식,해산물 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1527,17,전북특별자치도 전주시 완산구 효자동3가 1527-17,45,20,,전북특별자치도 전주시 완산구 홍산북로 45-20,54969,127.1073362,35.8181646
빨간석쇠구이전주,에코시티점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1327,13,전북특별자치도 전주시 덕진구 송천동2가 1327-13,25,,,전북특별자치도 전주시 덕진구 세병2길 25,55149,127.1265554,35.87279808
라움,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,781,6,전북특별자치도 전주시 완산구 중화산동2가 781-6,12,,,전북특별자치도 전주시 완산구 신촌3길 12,54975,127.1169065,35.81714626
결국밥전주점,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,1526,28,전북특별자치도 전주시 덕진구 인후동2가 1526-28,256,,,전북특별자치도 전주시 덕진구 견훤왕궁로 256,54918,127.1456647,35.84090808
회전문,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,918,6,전북특별자치도 전주시 덕진구 우아동2가 918-6,7,,,전북특별자치도 전주시 덕진구 아중중앙로 7,55023,127.1725138,35.82901199
브디런,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암1동,금암동,1312,3,전북특별자치도 전주시 덕진구 금암동 1312-3,18,5,,전북특별자치도 전주시 덕진구 명륜4길 18-5,54898,127.1275382,35.8434522
오송빵,마을점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,216,6,전북특별자치도 전주시 덕진구 송천동2가 216-6,42,,,전북특별자치도 전주시 덕진구 붓내3길 42,54829,127.1261135,35.86645373
달빛에구운고등어만성점,,한식,해산물 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1262,10,전북특별자치도 전주시 덕진구 만성동 1262-10,54,47,,전북특별자치도 전주시 덕진구 만성중앙로 54-47,54868,127.0772273,35.84161143
미작,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,완산동,서완산동2가,376,,전북특별자치도 전주시 완산구 서완산동2가 376,149,,서완산동골드클래스,전북특별자치도 전주시 완산구 안행로 149,55048,127.1324072,35.8092802
돼지치마집,본점,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1609,14,전북특별자치도 전주시 완산구 효자동3가 1609-14,381,,,전북특별자치도 전주시 완산구 홍산로 381,54959,127.1056226,35.82771046
얌스만성점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1373,1,전북특별자치도 전주시 덕진구 만성동 1373-1,45,,,전북특별자치도 전주시 덕진구 만성중앙로 45,54859,127.0768414,35.84311678
아중가,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동1가,1120,2,전북특별자치도 전주시 덕진구 우아동1가 1120-2,43,,,전북특별자치도 전주시 덕진구 인교9길 43,55028,127.1761603,35.82645614
무모한초밥효자,신시가지점,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1540,3,전북특별자치도 전주시 완산구 효자동3가 1540-3,291,,힐스테이트,전북특별자치도 전주시 완산구 세내로 291,54969,127.1115166,35.81641235
육식사관학교,인후점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후1동,인후동1가,766,13,전북특별자치도 전주시 덕진구 인후동1가 766-13,275,,,전북특별자치도 전주시 덕진구 안덕원로 275,54914,127.1570913,35.83714445
소리마당시골밥상,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동1가,1119,5,전북특별자치도 전주시 덕진구 우아동1가 1119-5,23,,,전북특별자치도 전주시 덕진구 인교9길 23,55028,127.1754843,35.82601551
싱긋,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,856,1,전북특별자치도 전주시 덕진구 인후동1가 856-1,24,,성동교회,전북특별자치도 전주시 덕진구 동가재미1길 24,55018,127.1637999,35.83239488
서신연탄집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,939,2,전북특별자치도 전주시 완산구 서신동 939-2,42,,,전북특별자치도 전주시 완산구 새터로 42,54943,127.111012,35.83550149
삼동소바모악점,,일식,일식 면 요리,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,604,24,전북특별자치도 전주시 완산구 평화동2가 604-24,120,5,,전북특별자치도 전주시 완산구 장승배기로 120-5,55133,127.1264517,35.79353253
숯토리,삼천점,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,440,2,전북특별자치도 전주시 완산구 삼천동1가 440-2,36,15,,전북특별자치도 전주시 완산구 용리로 36-15,55086,127.1135932,35.79833108
국시랑,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,1578,10,전북특별자치도 전주시 덕진구 인후동2가 1578-10,19,16,,전북특별자치도 전주시 덕진구 명주6길 19-16,54916,127.1528999,35.8447114
피플레이트,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1689,5,전북특별자치도 전주시 완산구 효자동3가 1689-5,52,,,전북특별자치도 전주시 완산구 마전들로 52,54964,127.1013089,35.8208646
고기랑야채랑,서신점,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,816,6,전북특별자치도 전주시 완산구 서신동 816-6,10,,,전북특별자치도 전주시 완산구 서신천변12길 10,54952,127.1151877,35.82998186
전의전쟁,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,850,9,전북특별자치도 전주시 완산구 서신동 850-9,19,,,전북특별자치도 전주시 완산구 전룡로 19,54953,127.1151825,35.82634979
꾸석지돌판한우,,한식,소고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1527,12,전북특별자치도 전주시 완산구 효자동3가 1527-12,59,8,,전북특별자치도 전주시 완산구 홍산북로 59-8,54969,127.1083874,35.81815464
은주객리단길점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,다가동3가,54,1,전북특별자치도 전주시 완산구 다가동3가 54-1,242,,,전북특별자치도 전주시 완산구 전주천동로 242,54999,127.1392821,35.81791552
